"Valuación de Inventarios","0001-AGV","DENTAL TRADE",
"Artículo","Descripción","Existencias",,,
"2602-12-15","Banda BLACK UR15 con Tubo Edgewise UR Doble .022",,"23",,,
"2602-12-16","Banda BLACK UR16 con Tubo Edgewise UR Doble .022",,"11",,,
"2602-12-17","Banda BLACK UR17 con Tubo Edgewise UR Doble .022",,"26",,,
"2602-12-18","Banda BLACK UR18 con Tubo Edgewise UR Doble .022",,"5",,,
"2602-12-20","Banda BLACK UR20 con Tubo Edgewise UR Doble .022",,"5",,,
"2602-12-21","Banda BLACK UR21 con Tubo Edgewise UR Doble .022",,"12",,,
"2602-12-22","Banda BLACK UR22 con Tubo Edgewise UR Doble .022",,"22",,,
"2602-12-23","Banda BLACK UR23 con Tubo Edgewise UR Doble .022",,"15",,,
"2602-12-24","Banda BLACK UR24 con Tubo Edgewise UR Doble .022",,"4",,,
"2602-12-25","Banda BLACK UR25 con Tubo Edgewise UR Doble .022",,"31",,,
"2602-12-26","Banda BLACK UR26 con Tubo Edgewise UR Doble .022",,"12",,,
"2602-12-27","Banda BLACK UR27 con Tubo Edgewise UR Doble .022",,"14",,,
"2602-12-28","Banda BLACK UR28 con Tubo Edgewise UR Doble .022",,"14",,,
"2602-12-29","Banda BLACK UR29 con Tubo Edgewise UR Doble .022",,"11",,,
"2602-12-30","Banda BLACK UR30 con Tubo Edgewise UR Doble .022",,"33",,,
"2602-12-31","Banda BLACK UR31 con Tubo Edgewise UR Doble .022",,"74",,,
"2602-12-32","Banda BLACK UR32 con Tubo Edgewise UR Doble .022",,"40",,,
"2602-22-01","Banda BLACK UL1 con Tubo Edgewise UL Doble .022",,"262",,,
"2602-22-02","Banda BLACK UL2 con Tubo Edgewise UL Doble .022",,"313",,,
"2602-22-03","Banda BLACK UL3 con Tubo Edgewise UL Doble .022",,"286",,,
"2602-22-04","Banda BLACK UL4 con Tubo Edgewise UL Doble .022",,"262",,,
"2602-22-05","Banda BLACK UL5 con Tubo Edgewise UL Doble .02",,"277",,,
"2602-22-06","Banda BLACK UL6 con Tubo Edgewise UL Doble .022",,"290",,,
"2602-22-07","Banda BLACK UL7 con Tubo Edgewise UL Doble .022",,"269",,,
"2602-22-08","Banda BLACK UL8 con Tubo Edgewise UL Doble .022",,"262",,,
"2602-22-09","Banda BLACK UL9 con Tubo Edgewise UL Doble .022",,"234",,,
"2602-22-10","Banda BLACK UL10 con Tubo Edgewise UL Doble .022",,"118",,,
"2602-22-11","Banda BLACK UL11 con Tubo Edgewise UL Doble .022",,"123",,,
"2602-22-12","Banda BLACK UL12 con Tubo Edgewise UL Doble .022",,"60",,,
"2602-22-13","Banda BLACK UL13 con Tubo Edgewise UL Doble .022",,"90",,,
"2602-22-14","Banda BLACK UL14 con Tubo Edgewise UL Doble .022",,"42",,,
"2602-22-15","Banda BLACK UL15 con Tubo Edgewise UL Doble .022",,"18",,,
"2602-22-16","Banda BLACK UL16 con Tubo Edgewise UL Doble .022",,"13",,,
"2602-22-17","Banda BLACK UL17 con Tubo Edgewise UL Doble .022",,"19",,,
"2602-22-18","Banda BLACK UL18 con Tubo Edgewise UL Doble .022",,"14",,,
"2602-22-19","Banda BLACK UL19 con Tubo Edgewise UL Doble .022",,"14",,,
"2602-22-20","Banda BLACK UL20 con Tubo Edgewise UL Doble .022",,"11",,,
"2602-22-21","Banda BLACK UL21 con Tubo Edgewise UL Doble .022",,"15",,,
"2602-22-22","Banda BLACK UL22 con Tubo Edgewise UL Doble .022",,"11",,,
"2602-22-23","Banda BLACK UL23 con Tubo Edgewise UL Doble .022",,"3",,,
"2602-22-24","Banda BLACK UL24 con Tubo Edgewise UL Doble .022",,"3",,,
"2602-22-25","Banda BLACK UL25 con Tubo Edgewise UL Doble .022",,"13",,,
"2602-22-26","Banda BLACK UL26 con Tubo Edgewise UL Doble .022",,"29",,,
"2602-22-27","Banda BLACK UL27 con Tubo Edgewise UL Doble .022",,"21",,,
"2602-22-28","Banda BLACK UL28 con Tubo Edgewise UL Doble .022",,"45",,,
"2602-22-29","Banda BLACK UL29 con Tubo Edgewise UL Doble .022",,"3",,,
"2602-22-30","Banda BLACK UL30 con Tubo Edgewise UL Doble .022",,"4",,,
"2602-22-31","Banda BLACK UL31 con Tubo Edgewise UL Doble .022",,"100",,,
"2602-22-32","Banda BLACK UL32 con Tubo Edgewise UL Doble .022",,"99",,,
"2605-12-01","Banda BLACK UR1 con Tubo BLACK Roth UR Triple .022",,"83",,,
"2605-12-02","Banda BLACK UR2 con Tubo BLACK Roth UR Triple .022",,"81",,,
"2605-12-03","Banda BLACK UR3 con Tubo BLACK Roth UR Triple .022",,"77",,,
"2605-12-04","Banda BLACK UR4 con Tubo BLACK Roth UR Triple .022",,"105",,,
"2605-12-05","Banda BLACK UR5 con Tubo BLACK Roth UR Triple .022",,"93",,,
"2605-12-06","Banda BLACK UR6 con Tubo BLACK Roth UR Triple .022",,"93",,,
"2605-12-07","Banda BLACK UR7 con Tubo BLACK Roth UR Triple .022",,"73",,,
"2605-12-08","Banda BLACK UR8 con Tubo BLACK Roth UR Triple .022",,"54",,,
"2605-12-09","Banda BLACK UR9 con Tubo BLACK Roth UR Triple .022",,"31",,,
"2605-12-10","Banda BLACK UR10 con Tubo BLACK Roth UR Triple .022",,"35",,,
"2605-12-11","Banda BLACK UR11 con Tubo BLACK Roth UR Triple .022",,"64",,,
"2605-12-12","Banda BLACK UR12 con Tubo BLACK Roth UR Triple .022",,"46",,,
"2605-12-13","Banda BLACK UR13 con Tubo BLACK Roth UR Triple .022",,"42",,,
"2605-12-14","Banda BLACK UR14 con Tubo BLACK Roth UR Triple .022",,"36",,,
"2605-12-15","Banda BLACK UR15 con Tubo BLACK Roth UR Triple .022",,"22",,,
"2605-12-16","Banda BLACK UR16 con Tubo BLACK Roth UR Triple .022",,"11",,,
"2605-12-21","Banda BLACK UR21 con Tubo BLACK Roth UR Triple .022",,"5",,,
"2605-12-22","Banda BLACK UR22 con Tubo BLACK Roth UR Triple .022",,"4",,,
"2605-12-23","Banda BLACK UR23 con Tubo BLACK Roth UR Triple .022",,"1",,,
"2605-12-24","Banda BLACK UR24 con Tubo BLACK Roth UR Triple .022",,"3",,,
"2605-12-25","Banda BLACK UR25 con Tubo BLACK Roth UR Triple .022",,"9",,,
"2605-12-26","Banda BLACK UR26 con Tubo BLACK Roth UR Triple .022",,"35",,,
"2605-12-27","Banda BLACK UR27 con Tubo BLACK Roth UR Triple .022",,"31",,,
"2605-12-28","Banda BLACK UR28 con Tubo BLACK Roth UR Triple .022",,"44",,,
"2605-12-29","Banda BLACK UR29 con Tubo BLACK Roth UR Triple .022",,"40",,,
"2605-12-30","Banda BLACK UR30 con Tubo BLACK Roth UR Triple .022",,"36",,,
"2605-12-31","Banda BLACK UR31 con Tubo BLACK Roth UR Triple .022",,"137",,,
"2605-12-32","Banda BLACK UR32 con Tubo BLACK Roth UR Triple .022",,"169",,,
"2605-22-01","Banda BLACK UL1 con Tubo BLACK Roth UL Triple .022",,"101",,,
"2605-22-02","Banda BLACK UL2 con Tubo BLACK Roth UL Triple .022",,"97",,,
"2605-22-03","Banda BLACK UL3 con Tubo BLACK Roth UL Triple .022",,"75",,,
"2605-22-04","Banda BLACK UL4 con Tubo BLACK Roth UL Triple .022",,"108",,,
"2605-22-05","Banda BLACK UL5 con Tubo BLACK Roth UL Triple .022",,"108",,,
"2605-22-06","Banda BLACK UL6 con Tubo BLACK Roth UL Triple .022",,"99",,,
"2605-22-07","Banda BLACK UL7 con Tubo BLACK Roth UL Triple .022",,"89",,,
"2605-22-08","Banda BLACK UL8 con Tubo BLACK Roth UL Triple .022",,"87",,,
"2605-22-09","Banda BLACK UL9 con Tubo BLACK Roth UL Triple .022",,"114",,,
"2605-22-10","Banda BLACK UL10 con Tubo BLACK Roth UL Triple .022",,"35",,,
"2605-22-11","Banda BLACK UL11 con Tubo BLACK Roth UL Triple .022",,"39",,,
"2605-22-12","Banda BLACK UL12 con Tubo BLACK Roth UL Triple .022",,"17",,,
"2605-22-13","Banda BLACK UL13 con Tubo BLACK Roth UL Triple .022",,"35",,,
"2605-22-14","Banda BLACK UL14 con Tubo BLACK Roth UL Triple .022",,"7",,,
"2605-22-16","Banda BLACK UL16 con Tubo BLACK Roth UL Triple .022",,"7",,,
"2605-22-17","Banda BLACK UL17 con Tubo BLACK Roth UL Triple .022",,"17",,,
"2605-22-20","Banda BLACK UL20 con Tubo BLACK Roth UL Triple .022",,"24",,,
"2605-22-21","Banda BLACK UL21 con Tubo BLACK Roth UL Triple .022",,"30",,,
"2605-22-22","Banda BLACK UL22 con Tubo BLACK Roth UL Triple .022",,"37",,,
"2605-22-24","Banda BLACK UL24 con Tubo BLACK Roth UL Triple .022",,"10",,,
"2605-22-25","Banda BLACK UL25 con Tubo BLACK Roth UL Triple .022",,"15",,,
"2605-22-26","Banda BLACK UL26 con Tubo BLACK Roth UL Triple .022",,"29",,,
"2605-22-27","Banda BLACK UL27 con Tubo BLACK Roth UL Triple .022",,"29",,,
"2605-22-28","Banda BLACK UL28 con Tubo BLACK Roth UL Triple .022",,"51",,,
"2605-22-29","Banda BLACK UL29 con Tubo BLACK Roth UL Triple .022",,"31",,,
"2605-22-30","Banda BLACK UL30 con Tubo BLACK Roth UL Triple .022",,"36",,,
"2605-22-31","Banda BLACK UL31 con Tubo BLACK Roth UL Triple .022",,"135",,,
"2605-22-32","Banda BLACK UL32 con Tubo BLACK Roth UL Triple .022",,"121",,,
"2606-32-01","Banda BLACK LR1 con Tubo Black Roth LR Doble .022",,"68",,,
"2606-32-02","Banda BLACK LR2 con Tubo Black Roth LR Doble .022",,"63",,,
"2606-32-03","Banda BLACK LR3 con Tubo Black Roth LR Doble .022",,"95",,,
"2606-32-04","Banda BLACK LR4 con Tubo Black Roth LR Doble .022",,"50",,,
"2606-32-05","Banda BLACK LR5 con Tubo Black Roth LR Doble .022",,"58",,,
"2606-32-06","Banda BLACK LR6 con Tubo Black Roth LR Doble .022",,"105",,,
"2606-32-07","Banda BLACK LR7 con Tubo Black Roth LR Doble .022",,"104",,,
"2606-32-08","Banda BLACK LR8 con Tubo Black Roth LR Doble .022",,"101",,,
"2606-32-09","Banda BLACK LR9 con Tubo Black Roth LR Doble .022",,"46",,,
"2606-32-10","Banda BLACK LR10 con Tubo Black Roth LR Doble .022",,"26",,,
"2606-32-11","Banda BLACK LR11 con Tubo Black Roth LR Doble .022",,"90",,,
"2606-32-12","Banda BLACK LR12 con Tubo Black Roth LR Doble .022",,"19",,,
"2606-32-13","Banda BLACK LR13 con Tubo Black Roth LR Doble .022",,"28",,,
"2606-32-14","Banda BLACK LR14 con Tubo Black Roth LR Doble .022",,"7",,,
"2606-32-15","Banda BLACK LR15 con Tubo Black Roth LR Doble .022",,"11",,,
"2606-32-17","Banda BLACK LR17 con Tubo Black Roth LR Doble .022",,"1",,,
"2606-32-27","Banda BLACK LR27 con Tubo Black Roth LR Doble .022",,"12",,,
"2606-32-28","Banda BLACK LR28 con Tubo Black Roth LR Doble .022",,"20",,,
"2606-32-29","Banda BLACK LR29 con Tubo Black Roth LR Doble .022",,"31",,,
"2606-32-30","Banda BLACK LR30 con Tubo Black Roth LR Doble .022",,"31",,,
"2606-32-31","Banda BLACK LR31 con Tubo Black Roth LR Doble .022",,"31",,,
"2606-32-32","Banda BLACK LR32 con Tubo Black Roth LR Doble .022",,"52",,,
"2606-42-01","Banda BLACK LL1 con Tubo Black Roth LL Doble .022",,"77",,,
"2606-42-02","Banda BLACK LL2 con Tubo Black Roth LL Doble .022",,"102",,,
"2606-42-03","Banda BLACK LL3 con Tubo Black Roth LL Doble .022",,"65",,,
"2606-42-04","Banda BLACK LL4 con Tubo Black Roth LL Doble .022",,"91",,,
"2606-42-05","Banda BLACK LL5 con Tubo Black Roth LL Doble .022",,"56",,,
"2606-42-06","Banda BLACK LL6 con Tubo Black Roth LL Doble .022",,"62",,,
"2606-42-07","Banda BLACK LL7 con Tubo Black Roth LL Doble .022",,"64",,,
"2606-42-08","Banda BLACK LL8 con Tubo Black Roth LL Doble .022",,"49",,,
"2606-42-09","Banda BLACK LL9 con Tubo Black Roth LL Doble .022",,"30",,,
"2606-42-10","Banda BLACK LL10 con Tubo Black Roth LL Doble .022",,"84",,,
"2606-42-11","Banda BLACK LL11 con Tubo Black Roth LL Doble .022",,"34",,,
"2606-42-12","Banda BLACK LL12 con Tubo Black Roth LL Doble .022",,"12",,,
"2606-42-13","Banda BLACK LL13 con Tubo Black Roth LL Doble .022",,"4",,,
"2606-42-14","Banda BLACK LL14 con Tubo Black Roth LL Doble .022",,"32",,,
"2606-42-17","Banda BLACK LL17 con Tubo Black Roth LL Doble .022",,"2",,,
"2606-42-22","Banda BLACK LL22 con Tubo Black Roth LL Doble .022",,"1",,,
"2606-42-25","Banda BLACK LL25 con Tubo Black Roth LL Doble .022",,"27",,,
"2606-42-26","Banda BLACK LL26 con Tubo Black Roth LL Doble .022",,"6",,,
"2606-42-27","Banda BLACK LL27 con Tubo Black Roth LL Doble .022",,"36",,,
"2606-42-28","Banda BLACK LL28 con Tubo Black Roth LL Doble .022",,"45",,,
"2606-42-29","Banda BLACK LL29 con Tubo Black Roth LL Doble .022",,"66",,,
"2606-42-30","Banda BLACK LL30 con Tubo Black Roth LL Doble .022",,"62",,,
"2606-42-31","Banda BLACK LL31 con Tubo Black Roth LL Doble .022",,"69",,,
"2606-42-32","Banda BLACK LL32 con Tubo Black Roth LL Doble .022",,"41",,,
"2607-12-01","Banda BLACK UR1 con Tubo Black Roth UR Doble .022",,"19",,,
"2607-12-02","Banda BLACK UR2 con Tubo Black Roth UR Doble .022",,"21",,,
"2607-12-03","Banda BLACK UR3 con Tubo Black Roth UR Doble .022",,"35",,,
"2607-12-04","Banda BLACK UR4 con Tubo Black Roth UR Doble .022",,"79",,,
"2607-12-05","Banda BLACK UR5 con Tubo Black Roth UR Doble .022",,"72",,,
"2607-12-06","Banda BLACK UR6 con Tubo Black Roth UR Doble .022",,"79",,,
"2607-12-07","Banda BLACK UR7 con Tubo Black Roth UR Doble .022",,"108",,,
"2607-12-08","Banda BLACK UR8 con Tubo Black Roth UR Doble .022",,"99",,,
"2607-12-09","Banda BLACK UR9 con Tubo Black Roth UR Doble .022",,"111",,,
"2607-12-10","Banda BLACK UR10 con Tubo Black Roth UR Doble .022",,"80",,,
"2607-12-11","Banda BLACK UR11 con Tubo Black Roth UR Doble .022",,"76",,,
"2607-12-12","Banda BLACK UR12 con Tubo Black Roth UR Doble .022",,"50",,,
"2607-12-13","Banda BLACK UR13 con Tubo Black Roth UR Doble .022",,"13",,,
"2607-12-14","Banda BLACK UR14 con Tubo Black Roth UR Doble .022",,"10",,,
"2607-12-15","Banda BLACK UR15 con Tubo Black Roth UR Doble .022",,"3",,,
"2607-12-16","Banda BLACK UR16 con Tubo Black Roth UR Doble .022",,"1",,,
"2607-12-17","Banda BLACK UR17 con Tubo Black Roth UR Doble .022",,"1",,,
"2607-12-18","Banda BLACK UR18 con Tubo Black Roth UR Doble .022",,"2",,,
"2607-12-19","Banda BLACK UR19 con Tubo Black Roth UR Doble .022",,"5",,,
"2607-12-20","Banda BLACK UR20 con Tubo Black Roth UR Doble .022",,"6",,,
"2607-12-21","Banda BLACK UR21 con Tubo Black Roth UR Doble .022",,"6",,,
"2607-12-22","Banda BLACK UR22 con Tubo Black Roth UR Doble .022",,"5",,,
"2607-12-23","Banda BLACK UR23 con Tubo Black Roth UR Doble .022",,"1",,,
"2607-12-24","Banda BLACK UR24 con Tubo Black Roth UR Doble .022",,"4",,,
"2607-12-25","Banda BLACK UR25 con Tubo Black Roth UR Doble .022",,"19",,,
"2607-12-26","Banda BLACK UR26 con Tubo Black Roth UR Doble .022",,"21",,,
"2607-12-27","Banda BLACK UR27 con Tubo Black Roth UR Doble .022",,"16",,,
"2607-12-28","Banda BLACK UR28 con Tubo Black Roth UR Doble .022",,"19",,,
"2607-12-29","Banda BLACK UR29 con Tubo Black Roth UR Doble .022",,"24",,,
"2607-12-30","Banda BLACK UR30 con Tubo Black Roth UR Doble .022",,"20",,,
"2607-12-31","Banda BLACK UR31 con Tubo Black Roth UR Doble .022",,"11",,,
"2607-12-32","Banda BLACK UR32 con Tubo Black Roth UR Doble .022",,"20",,,
"2607-22-01","Banda BLACK UL1 con Tubo Black Roth UL Doble .022",,"82",,,
"2607-22-02","Banda BLACK UL2 con Tubo Black Roth UL Doble .022",,"6",,,
"2607-22-03","Banda BLACK UL3 con Tubo Black Roth UL Doble .022",,"2",,,
"2607-22-04","Banda BLACK UL4 con Tubo Black Roth UL Doble .022",,"34",,,
"2607-22-05","Banda BLACK UL5 con Tubo Black Roth UL Doble .022",,"28",,,
"2607-22-06","Banda BLACK UL6 con Tubo Black Roth UL Doble .022",,"16",,,
"2607-22-07","Banda BLACK UL7 con Tubo Black Roth UL Doble .022",,"17",,,
"2607-22-08","Banda BLACK UL8 con Tubo Black Roth UL Doble .022",,"3",,,
"2607-22-09","Banda BLACK UL9 con Tubo Black Roth UL Doble .022",,"48",,,
"2607-22-10","Banda BLACK UL10 con Tubo Black Roth UL Doble .022",,"5",,,
"2607-22-11","Banda BLACK UL11 con Tubo Black Roth UL Doble .022",,"6",,,
"2607-22-12","Banda BLACK UL12 con Tubo Black Roth UL Doble .022",,"6",,,
"2607-22-13","Banda BLACK UL13 con Tubo Black Roth UL Doble .022",,"3",,,
"2607-22-17","Banda BLACK UL17 con Tubo Black Roth UL Doble .022",,"4",,,
"2607-22-27","Banda BLACK UL27 con Tubo Black Roth UL Doble .022",,"9",,,
"2607-22-28","Banda BLACK UL28 con Tubo Black Roth UL Doble .022",,"1",,,
"2607-22-29","Banda BLACK UL29 con Tubo Black Roth UL Doble .022",,"2",,,
"2607-22-30","Banda BLACK UL30 con Tubo Black Roth UL Doble .022",,"18",,,
"2607-22-31","Banda BLACK UL31 con Tubo Black Roth UL Doble .022",,"11",,,
"2607-22-32","Banda BLACK UL32 con Tubo Black Roth UL Doble .022",,"13",,,
"2608-32-01","Banda BLACK LR1 con Tubo Black Roth LR Sencillo .022",,"68",,,
"2608-32-02","Banda BLACK LR2 con Tubo Black Roth LR Sencillo .022",,"82",,,
"2608-32-03","Banda BLACK LR3 con Tubo Black Roth LR Sencillo .022",,"59",,,
"2608-32-04","Banda BLACK LR4 con Tubo Black Roth LR Sencillo .022",,"71",,,
"2608-32-05","Banda BLACK LR5 con Tubo Black Roth LR Sencillo .022",,"74",,,
"2608-32-06","Banda BLACK LR6 con Tubo Black Roth LR Sencillo .022",,"79",,,
"2608-32-07","Banda BLACK LR7 con Tubo Black Roth LR Sencillo .022",,"88",,,
"2608-32-08","Banda BLACK LR8 con Tubo Black Roth LR Sencillo .022",,"74",,,
"2608-32-09","Banda BLACK LR9 con Tubo Black Roth LR Sencillo .022",,"92",,,
"2608-32-10","Banda BLACK LR10 con Tubo Black Roth LR Sencillo .022",,"80",,,
"2608-32-11","Banda BLACK LR11 con Tubo Black Roth LR Sencillo .022",,"70",,,
"2608-32-12","Banda BLACK LR12 con Tubo Black Roth LR Sencillo .022",,"56",,,
"2608-32-13","Banda BLACK LR13 con Tubo Black Roth LR Sencillo .022",,"11",,,
"2608-32-14","Banda BLACK LR14 con Tubo Black Roth LR Sencillo .022",,"9",,,
"2608-32-15","Banda BLACK LR15 con Tubo Black Roth LR Sencillo .022",,"16",,,
"2608-32-16","Banda BLACK LR16 con Tubo Black Roth LR Sencillo .022",,"4",,,
"2608-32-17","Banda BLACK LR17 con Tubo Black Roth LR Sencillo .022",,"4",,,
"2608-32-18","Banda BLACK LR18 con Tubo Black Roth LR Sencillo .022",,"5",,,
"2608-32-19","Banda BLACK LR19 con Tubo Black Roth LR Sencillo .022",,"5",,,
"2608-32-20","Banda BLACK LR20 con Tubo Black Roth LR Sencillo .022",,"5",,,
"2608-32-21","Banda BLACK LR21 con Tubo Black Roth LR Sencillo .022",,"6",,,
"2608-32-22","Banda BLACK LR22 con Tubo Black Roth LR Sencillo .022",,"7",,,
"2608-32-23","Banda BLACK LR23 con Tubo Black Roth LR Sencillo .022",,"5",,,
"2608-32-24","Banda BLACK LR24 con Tubo Black Roth LR Sencillo .022",,"8",,,
"2608-32-25","Banda BLACK LR25 con Tubo Black Roth LR Sencillo .022",,"7",,,
"2608-32-26","Banda BLACK LR26 con Tubo Black Roth LR Sencillo .022",,"11",,,
"2608-32-27","Banda BLACK LR27 con Tubo Black Roth LR Sencillo .022",,"25",,,
"2608-32-28","Banda BLACK LR28 con Tubo Black Roth LR Sencillo .022",,"29",,,
"2608-32-29","Banda BLACK LR29 con Tubo Black Roth LR Sencillo .022",,"61",,,
"2608-32-30","Banda BLACK LR30 con Tubo Black Roth LR Sencillo .022",,"41",,,
"2608-32-31","Banda BLACK LR31 con Tubo Black Roth LR Sencillo .022",,"69",,,
"2608-32-32","Banda BLACK LR32 con Tubo Black Roth LR Sencillo .022",,"30",,,
"2608-42-01","Banda BLACK LL1 con Tubo Black Roth LL Sencillo .022",,"76",,,
"2608-42-02","Banda BLACK LL2 con Tubo Black Roth LL Sencillo .022",,"90",,,
"2608-42-03","Banda BLACK LL3 con Tubo Black Roth LL Sencillo .022",,"74",,,
"2608-42-04","Banda BLACK LL4 con Tubo Black Roth LL Sencillo .022",,"99",,,
"2608-42-05","Banda BLACK LL5 con Tubo Black Roth LL Sencillo .022",,"80",,,
"2608-42-06","Banda BLACK LL6 con Tubo Black Roth LL Sencillo .022",,"84",,,
"2608-42-07","Banda BLACK LL7 con Tubo Black Roth LL Sencillo .022",,"88",,,
"2608-42-08","Banda BLACK LL8 con Tubo Black Roth LL Sencillo .022",,"75",,,
"2608-42-09","Banda BLACK LL9 con Tubo Black Roth LL Sencillo .022",,"71",,,
"2608-42-10","Banda BLACK LL10 con Tubo Black Roth LL Sencillo .022",,"41",,,
"2608-42-11","Banda BLACK LL11 con Tubo Black Roth LL Sencillo .022",,"34",,,
"2608-42-12","Banda BLACK LL12 con Tubo Black Roth LL Sencillo .022",,"24",,,
"2608-42-13","Banda BLACK LL13 con Tubo Black Roth LL Sencillo .022",,"18",,,
"2608-42-14","Banda BLACK LL14 con Tubo Black Roth LL Sencillo .022",,"15",,,
"2608-42-15","Banda BLACK LL15 con Tubo Black Roth LL Sencillo .022",,"8",,,
"2608-42-16","Banda BLACK LL16 con Tubo Black Roth LL Sencillo .022",,"17",,,
"2608-42-17","Banda BLACK LL17 con Tubo Black Roth LL Sencillo .022",,"5",,,
"2608-42-18","Banda BLACK LL18 con Tubo Black Roth LL Sencillo .022",,"2",,,
"2608-42-19","Banda BLACK LL19 con Tubo Black Roth LL Sencillo .022",,"4",,,
"2608-42-20","Banda BLACK LL20 con Tubo Black Roth LL Sencillo .022",,"7",,,
"2608-42-21","Banda BLACK LL21 con Tubo Black Roth LL Sencillo .022",,"7",,,
"2608-42-22","Banda BLACK LL22 con Tubo Black Roth LL Sencillo .022",,"8",,,
